2	512
62	0
76	0
112	0
121	0
112	0
106	0
136	0
141	0
133	0
145	0
143	0
151	0
126	0
166	0
161	0
101	0
110	0
124	0
126	0
126	0
106	0
54	0
59	0
94	0
94	0
111	0
106	0
112	0
135	0
104	0
68	0
99	0
155	0
182	0
181	0
140	0
139	0
177	0
169	0
196	0
200	0
195	0
195	0
154	0
138	0
163	0
155	0
165	0
163	0
174	0
166	0
185	0
152	0
140	0
142	0
124	0
112	0
145	0
176	0
187	0
181	0
188	0
209	0
193	0
194	0
171	0
160	0
138	0
87	0
59	0
98	0
128	0
170	0
204	0
201	0
196	0
186	0
192	0
186	0
150	0
156	0
162	0
156	0
113	0
135	0
180	0
177	0
145	0
148	0
176	0
190	0
194	0
186	0
163	0
179	0
128	0
95	0
122	0
186	0
211	0
189	0
160	0
111	0
74	0
105	0
101	0
71	0
69	0
83	0
112	0
84	0
108	0
183	0
190	0
139	0
78	0
79	0
64	0
82	0
66	0
36	0
61	0
104	0
93	0
57	0
104	0
93	0
145	0
116	0
60	0
84	0
59	0
45	0
59	0
59	0
104	0
69	0
66	0
61	0
60	0
43	0
77	0
72	0
78	0
76	0
54	0
46	0
91	0
94	0
42	0
66	0
71	0
77	0
79	0
112	0
144	0
151	0
152	0
154	0
154	0
148	0
164	0
170	0
168	0
169	0
168	0
164	0
165	0
165	0
151	0
157	0
157	0
155	0
154	0
167	0
150	0
126	0
103	0
108	0
101	0
95	0
138	0
161	0
171	0
168	0
176	0
170	0
169	0
178	0
180	0
185	0
189	0
185	0
191	0
193	0
200	0
191	0
194	0
196	0
192	0
183	0
188	0
182	0
200	0
199	0
194	0
181	0
193	0
199	0
171	0
169	0
160	0
182	0
166	0
145	0
162	0
131	0
90	0
79	0
70	0
63	0
53	0
84	0
83	0
73	0
98	0
71	0
91	0
160	0
186	0
162	0
186	0
138	0
156	0
126	0
131	0
143	0
122	0
114	0
93	0
71	0
79	0
83	0
83	0
92	0
102	0
105	0
108	0
114	0
107	0
112	0
152	0
151	0
160	0
160	0
138	0
135	0
132	0
133	0
128	0
122	0
126	0
122	0
116	0
108	0
109	0
114	0
116	0
123	0
115	0
107	0
128	0
138	0
138	0
141	0
137	0
121	0
145	0
131	0
120	0
142	0
136	0
85	0
84	0
75	0
79	0
89	0
85	0
93	0
155	0
176	0
182	0
195	0
202	0
205	0
189	0
196	0
189	0
186	0
193	0
175	0
178	0
170	0
172	0
184	0
187	0
176	0
175	0
183	0
186	0
191	0
195	0
175	0
180	0
188	0
194	0
196	0
193	0
186	0
180	0
185	0
181	0
186	0
190	0
182	0
181	0
185	0
183	0
186	0
184	0
185	0
183	0
185	0
182	0
176	0
180	0
172	0
163	0
162	0
153	0
152	0
152	0
161	0
156	0
152	0
134	0
117	0
119	0
114	0
111	0
115	0
118	0
130	0
139	0
129	0
116	0
130	0
115	0
100	0
106	0
135	0
149	0
134	0
153	0
130	0
99	0
104	0
80	0
102	0
80	0
64	0
62	0
83	0
72	0
84	0
100	0
99	0
91	0
98	0
123	0
91	0
78	0
98	0
80	0
83	0
147	0
116	0
109	0
57	0
86	0
102	0
94	0
128	0
105	0
106	0
88	0
59	0
65	0
70	0
64	0
63	0
49	0
80	0
94	0
134	0
138	0
110	0
104	0
100	0
142	0
172	0
164	0
139	0
152	0
74	0
71	0
100	0
127	0
121	0
143	0
153	0
167	0
181	0
172	0
180	0
175	0
142	0
141	0
158	0
104	0
101	0
100	0
129	0
179	0
149	0
136	0
103	0
114	0
164	0
193	0
190	0
153	0
138	0
177	0
199	0
166	0
180	0
194	0
206	0
164	0
172	0
170	0
169	0
164	0
150	0
195	0
181	0
184	0
206	0
193	0
148	0
141	0
159	0
165	0
175	0
175	0
151	0
122	0
129	0
147	0
175	0
181	0
168	0
125	0
122	0
132	0
161	0
167	0
165	0
159	0
191	0
138	0
83	0
118	0
142	0
92	0
135	0
128	0
159	0
188	0
165	0
130	0
168	0
162	0
117	0
119	0
87	0
121	0
127	0
155	0
178	0
183	0
146	0
124	0
126	0
172	0
157	0
101	0
129	0
179	0
184	0
170	0
