2	256
0.062500	0.000000
-0.057078	0.024467
0.042001	-0.044115
-0.020543	0.055267
-0.002762	-0.056225
0.023232	0.047599
-0.037147	-0.032043
0.042569	0.013486
-0.039661	0.003906
0.030451	-0.016760
-0.018138	0.023242
0.006151	-0.023337
0.002762	0.018621
-0.007167	-0.011631
0.007149	0.005035
-0.004073	-0.000862
0.000000	0.000000
0.003034	-0.002082
-0.003650	0.005764
0.001492	-0.009273
0.002762	0.011027
-0.007716	-0.010142
0.011773	0.006669
-0.013672	-0.001516
0.012877	-0.003906
-0.009707	0.008168
0.005173	-0.010277
-0.000612	0.009965
-0.002762	-0.007720
0.004239	0.004563
-0.003797	-0.001683
0.002052	0.000025
0.000000	0.000000
-0.001351	0.001384
0.001328	-0.003442
0.000192	0.005208
-0.002762	-0.005840
0.005547	0.004905
-0.007622	-0.002518
0.008288	-0.000714
-0.007308	0.003906
0.004965	-0.006203
-0.001953	0.007057
-0.000868	-0.006392
0.002762	0.004608
-0.003353	-0.002423
0.002726	0.000612
-0.001374	0.000256
0.000000	0.000000
0.000735	-0.001129
-0.000444	0.002558
-0.000856	-0.003604
0.002762	0.003724
-0.004634	-0.002701
0.005822	0.000718
-0.005889	0.001708
0.004760	-0.003906
-0.002741	0.005282
0.000406	-0.005510
0.001595	0.004636
-0.002762	-0.003048
0.002899	0.001328
-0.002167	-0.000053
0.001013	-0.000405
0.000000	0.000000
-0.000395	0.000989
-0.000051	-0.002063
0.001234	0.002693
-0.002762	-0.002503
0.004100	0.001410
-0.004753	0.000351
0.004444	-0.002306
-0.003206	0.003906
0.001367	-0.004713
0.000560	0.004543
-0.002055	-0.003526
0.002762	0.002049
-0.002605	-0.000619
0.001801	-0.000313
-0.000775	0.000504
0.000000	0.000000
0.000166	-0.000894
0.000388	0.001726
-0.001493	-0.002066
0.002762	0.001656
-0.003725	-0.000506
0.003998	-0.001106
-0.003414	0.002733
0.002088	-0.003906
-0.000370	0.004300
-0.001267	-0.003836
0.002394	0.002707
-0.002762	-0.001306
0.002385	0.000088
-0.001526	0.000588
0.000593	-0.000579
0.000000	0.000000
0.000010	0.000821
-0.000649	-0.001465
0.001696	0.001576
-0.002762	-0.000988
0.003428	-0.000211
-0.003395	0.001709
0.002587	-0.003075
-0.001185	0.003906
-0.000440	-0.003965
0.001846	0.003258
-0.002673	-0.002034
0.002762	0.000692
-0.002202	0.000354
0.001294	-0.000820
-0.000441	0.000642
0.000000	0.000000
-0.000161	-0.000758
0.000874	0.001240
-0.001871	-0.001153
0.002762	0.000410
-0.003170	0.000835
0.002867	-0.002237
-0.001859	0.003377
0.000385	-0.003906
0.001161	0.003666
-0.002364	-0.002740
0.002924	0.001427
-0.002762	-0.000136
0.002036	-0.000757
-0.001083	0.001031
0.000300	-0.000701
0.000000	0.000000
0.000300	0.000700
-0.001083	-0.001031
0.002036	0.000757
-0.002762	0.000136
0.002924	-0.001427
-0.002364	0.002740
0.001161	-0.003666
0.000385	0.003906
-0.001859	-0.003377
0.002867	0.002237
-0.003170	-0.000835
0.002762	-0.000410
-0.001871	0.001153
0.000874	-0.001240
-0.000161	0.000758
0.000000	0.000000
-0.000441	-0.000642
0.001294	0.000820
-0.002202	-0.000354
0.002762	-0.000692
-0.002673	0.002034
0.001846	-0.003258
-0.000440	0.003965
-0.001185	-0.003906
0.002587	0.003075
-0.003395	-0.001709
0.003428	0.000211
-0.002762	0.000988
0.001696	-0.001576
-0.000649	0.001465
